"Timestamp","TZ","Pressure (bar)"
2019/04/03 05:52:20.000,n,7.361228
2019/04/03 05:52:24.002,n,7.414819
2019/04/03 05:52:28.000,n,7.461729
2019/04/03 05:52:32.000,n,7.488583
2019/04/03 05:52:36.000,n,7.496474
2019/04/03 05:52:40.004,n,7.222038
2019/04/03 05:52:44.000,n,7.202985
2019/04/03 05:52:48.000,n,7.242216
2019/04/03 05:52:52.001,n,7.298517
2019/04/03 05:52:56.006,n,7.345487
2019/04/03 05:53:00.000,n,7.373287
2019/04/03 05:53:04.000,n,7.381471
2019/04/03 05:53:08.003,n,7.368991
2019/04/03 05:53:12.000,n,7.352234
2019/04/03 05:53:16.000,n,7.344051
2019/04/03 05:53:20.000,n,7.383717
2019/04/03 05:53:24.005,n,7.440002
2019/04/03 05:53:28.000,n,7.478535
2019/04/03 05:53:32.000,n,7.499745
2019/04/03 05:53:36.002,n,7.263626
2019/04/03 05:53:40.006,n,7.20401
2019/04/03 05:53:44.000,n,7.231211
2019/04/03 05:53:48.000,n,7.28423
2019/04/03 05:53:52.004,n,7.335677
2019/04/03 05:53:56.000,n,7.368386
2019/04/03 05:54:00.000,n,7.383521
2019/04/03 05:54:04.002,n,7.374929
2019/04/03 05:54:08.006,n,7.357746
2019/04/03 05:54:12.000,n,7.338743
2019/04/03 05:54:16.000,n,7.319341
2019/04/03 05:54:20.004,n,7.301578
2019/04/03 05:54:24.007,n,7.285041
2019/04/03 05:54:28.000,n,7.273411
2019/04/03 05:54:32.000,n,7.129889
2019/04/03 05:54:36.004,n,7.066289
2019/04/03 05:54:40.000,n,7.127844
2019/04/03 05:54:44.000,n,7.18889
2019/04/03 05:54:48.002,n,7.231612
2019/04/03 05:54:52.007,n,7.257094
2019/04/03 05:54:56.000,n,7.261175
2019/04/03 05:55:00.000,n,7.285856
2019/04/03 05:55:04.003,n,7.337923
2019/04/03 05:55:08.008,n,7.39231
2019/04/03 05:55:12.000,n,7.428333
2019/04/03 05:55:16.001,n,7.446975
2019/04/03 05:55:20.005,n,7.449015
2019/04/03 05:55:24.000,n,7.436321
2019/04/03 05:55:28.000,n,7.415023
2019/04/03 05:55:32.003,n,7.145807
2019/04/03 05:55:36.008,n,7.161928
2019/04/03 05:55:40.000,n,7.209815
2019/04/03 05:55:44.000,n,7.268113
2019/04/03 05:55:48.004,n,7.313213
2019/04/03 05:55:52.000,n,7.337923
2019/04/03 05:55:56.000,n,7.344051
2019/04/03 05:56:00.002,n,7.331596
2019/04/03 05:56:04.006,n,7.331596
2019/04/03 05:56:08.000,n,7.374929
2019/04/03 05:56:12.000,n,7.429564
2019/04/03 05:56:16.004,n,7.467462
2019/04/03 05:56:20.008,n,7.486738
2019/04/03 05:56:24.000,n,7.489608
2019/04/03 05:56:28.000,n,7.21654
2019/04/03 05:56:32.005,n,7.197057
2019/04/03 05:56:36.000,n,7.235893
2019/04/03 05:56:40.000,n,7.291574
2019/04/03 05:56:44.003,n,7.338743
2019/04/03 05:56:48.007,n,7.366335
2019/04/03 05:56:52.000,n,7.374724
2019/04/03 05:56:56.000,n,7.362858
2019/04/03 05:57:00.005,n,7.344877
2019/04/03 05:57:04.009,n,7.345897
2019/04/03 05:57:08.000,n,7.391285
2019/04/03 05:57:12.003,n,7.44595
2019/04/03 05:57:16.006,n,7.482021
2019/04/03 05:57:20.000,n,7.498719
2019/04/03 05:57:24.000,n,7.266888
2019/04/03 05:57:28.004,n,7.20176
2019/04/03 05:57:32.008,n,7.22917
2019/04/03 05:57:36.000,n,7.281369
2019/04/03 05:57:40.000,n,7.333431
2019/04/03 05:57:44.005,n,7.36654
2019/04/03 05:57:48.009,n,7.380651
2019/04/03 05:57:52.000,n,7.372672
2019/04/03 05:57:56.002,n,7.355706
2019/04/03 05:58:00.007,n,7.338948
2019/04/03 05:58:04.000,n,7.370426
2019/04/03 05:58:08.000,n,7.424036
2019/04/03 05:58:12.005,n,7.469717
2019/04/03 05:58:16.008,n,7.494433
2019/04/03 05:58:20.000,n,7.351414
2019/04/03 05:58:24.002,n,7.207775
2019/04/03 05:58:28.006,n,7.17929
2019/04/03 05:58:32.011,n,7.149478
2019/04/03 05:58:36.000,n,7.122341
2019/04/03 05:58:40.003,n,7.096033
2019/04/03 05:58:44.008,n,7.072397
2019/04/03 05:58:48.000,n,7.081367
2019/04/03 05:58:52.000,n,7.13315
2019/04/03 05:58:56.005,n,7.197263
2019/04/03 05:59:00.009,n,7.26097
2019/04/03 05:59:04.000,n,7.30647
2019/04/03 05:59:08.002,n,7.335267
2019/04/03 05:59:12.007,n,7.350388
2019/04/03 05:59:16.011,n,7.347532
2019/04/03 05:59:20.000,n,7.078515
2019/04/03 05:59:24.004,n,7.10725
2019/04/03 05:59:28.008,n,7.161518
2019/04/03 05:59:32.000,n,7.223257
2019/04/03 05:59:36.001,n,7.271775
2019/04/03 05:59:40.006,n,7.300963
2019/04/03 05:59:44.010,n,7.311167
2019/04/03 05:59:48.000,n,7.300963
2019/04/03 05:59:52.003,n,7.326284
2019/04/03 05:59:56.008,n,7.380036
2019/04/03 06:00:00.012,n,7.430999
2019/04/03 06:00:04.000,n,7.460909
2019/04/03 06:00:08.004,n,7.476074
2019/04/03 06:00:12.009,n,7.472998
2019/04/03 06:00:16.000,n,7.20319
2019/04/03 06:00:20.002,n,7.183573
2019/04/03 06:00:24.007,n,7.223463
2019/04/03 06:00:28.011,n,7.280758
2019/04/03 06:00:32.000,n,7.32894
2019/04/03 06:00:36.003,n,7.357337
2019/04/03 06:00:40.009,n,7.368581
2019/04/03 06:00:44.000,n,7.356726
2019/04/03 06:00:48.001,n,7.339969
2019/04/03 06:00:52.006,n,7.345487
2019/04/03 06:00:56.010,n,7.391694
2019/04/03 06:01:00.000,n,7.445539
2019/04/03 06:01:04.003,n,7.479356
2019/04/03 06:01:08.008,n,7.496063
2019/04/03 06:01:12.012,n,7.269739
2019/04/03 06:01:16.000,n,7.200129
2019/04/03 06:01:20.005,n,7.226524
2019/04/03 06:01:24.009,n,7.278923
2019/04/03 06:01:28.000,n,7.330976
2019/04/03 06:01:32.002,n,7.364294
2019/04/03 06:01:36.006,n,7.37779
2019/04/03 06:01:40.011,n,7.370016
2019/04/03 06:01:44.000,n,7.35407
2019/04/03 06:01:48.003,n,7.338948
2019/04/03 06:01:52.008,n,7.373492
2019/04/03 06:01:56.012,n,7.428333
2019/04/03 06:02:00.000,n,7.471358
2019/04/03 06:02:04.005,n,7.49371
2019/04/03 06:02:08.010,n,7.360408
2019/04/03 06:02:12.000,n,7.20717
2019/04/03 06:02:16.002,n,7.21817
2019/04/03 06:02:20.007,n,7.266888
2019/04/03 06:02:24.011,n,7.323013
2019/04/03 06:02:28.000,n,7.360408
2019/04/03 06:02:32.004,n,7.380241
2019/04/03 06:02:36.009,n,7.378804
2019/04/03 06:02:40.013,n,7.363883
2019/04/03 06:02:44.001,n,7.345076
2019/04/03 06:02:48.005,n,7.326078
2019/04/03 06:02:52.011,n,7.308722
2019/04/03 06:02:56.000,n,7.291775
2019/04/03 06:03:00.003,n,7.275451
2019/04/03 06:03:04.007,n,7.279124
2019/04/03 06:03:08.012,n,7.054884
2019/04/03 06:03:12.000,n,7.109494
2019/04/03 06:03:16.004,n,7.173164
2019/04/03 06:03:20.010,n,7.220816
2019/04/03 06:03:24.014,n,7.249955
2019/04/03 06:03:28.002,n,7.260564
2019/04/03 06:03:32.006,n,7.270349
2019/04/03 06:03:36.011,n,7.316885
2019/04/03 06:03:40.000,n,7.374518
2019/04/03 06:03:44.004,n,7.416458
2019/04/03 06:03:48.008,n,7.440823
2019/04/03 06:03:52.013,n,7.447794
2019/04/03 06:03:56.002,n,7.438987
2019/04/03 06:04:00.005,n,7.427512
2019/04/03 06:04:04.010,n,7.161928
2019/04/03 06:04:08.015,n,7.150089
2019/04/03 06:04:12.003,n,7.193582
2019/04/03 06:04:16.007,n,7.251591
2019/04/03 06:04:20.013,n,7.303615
2019/04/03 06:04:24.000,n,7.334868
2019/04/03 06:04:28.004,n,7.348142
2019/04/03 06:04:32.000,n,7.341404
2019/04/03 06:04:36.013,n,7.324448
2019/04/03 06:04:40.002,n,7.354275
2019/04/03 06:04:44.006,n,7.408266
2019/04/03 06:04:48.011,n,7.455373
2019/04/03 06:04:52.000,n,7.482626
2019/04/03 06:04:56.004,n,7.4933
2019/04/03 06:05:00.008,n,7.27219
2019/04/03 06:05:04.014,n,7.194812
2019/04/03 06:05:08.001,n,7.222847
2019/04/03 06:05:12.005,n,7.274837
2019/04/03 06:05:16.010,n,7.327714
2019/04/03 06:05:20.014,n,7.360612
2019/04/03 06:05:24.003,n,7.375543
2019/04/03 06:05:28.007,n,7.367155
2019/04/03 06:05:32.011,n,7.352234
2019/04/03 06:05:36.000,n,7.338948
2019/04/03 06:05:40.004,n,7.375329
2019/04/03 06:05:44.009,n,7.429768
2019/04/03 06:05:48.016,n,7.472178
2019/04/03 06:05:52.001,n,7.495653
2019/04/03 06:05:56.006,n,7.370837
2019/04/03 06:06:00.000,n,7.207575
2019/04/03 06:06:04.000,n,7.217144
2019/04/03 06:06:08.004,n,7.265661
2019/04/03 06:06:12.000,n,7.322197
2019/04/03 06:06:16.012,n,7.361637
2019/04/03 06:06:20.000,n,7.38188
2019/04/03 06:06:24.000,n,7.380855
2019/04/03 06:06:28.009,n,7.364905
2019/04/03 06:06:32.015,n,7.347327
2019/04/03 06:06:36.000,n,7.351414
2019/04/03 06:06:40.007,n,7.398648
2019/04/03 06:06:44.011,n,7.452502
2019/04/03 06:06:48.001,n,7.486738
2019/04/03 06:06:52.000,n,7.406073
2019/04/03 06:06:56.000,n,7.215766
2019/04/03 06:07:00.000,n,7.187103
2019/04/03 06:07:04.000,n,7.156882
2019/04/03 06:07:08.000,n,7.12811
2019/04/03 06:07:12.000,n,7.101395
2019/04/03 06:07:16.000,n,7.075714
2019/04/03 06:07:20.000,n,7.060027
2019/04/03 06:07:24.000,n,7.097318
2019/04/03 06:07:28.000,n,7.156271
2019/04/03 06:07:32.001,n,7.22351
2019/04/03 06:07:36.000,n,7.279989
2019/04/03 06:07:40.000,n,7.317746
2019/04/03 06:07:44.000,n,7.34022
2019/04/03 06:07:48.000,n,7.346957
2019/04/03 06:07:52.000,n,7.087739
2019/04/03 06:07:56.000,n,7.089164
2019/04/03 06:08:00.000,n,7.138715
2019/04/03 06:08:04.000,n,7.200177
2019/04/03 06:08:08.000,n,7.254903
2019/04/03 06:08:12.000,n,7.291208
2019/04/03 06:08:16.002,n,7.308764
2019/04/03 06:08:20.000,n,7.306928
2019/04/03 06:08:24.000,n,7.313056
2019/04/03 06:08:28.000,n,7.359842
2019/04/03 06:08:32.000,n,7.415076
2019/04/03 06:08:36.000,n,7.452961
2019/04/03 06:08:40.000,n,7.473252
2019/04/03 06:08:44.000,n,7.477549
2019/04/03 06:08:48.000,n,7.261626
2019/04/03 06:08:52.000,n,7.179341
2019/04/03 06:08:56.000,n,7.209864
2019/04/03 06:09:00.002,n,7.261626
2019/04/03 06:09:04.000,n,7.315501
2019/04/03 06:09:08.000,n,7.348804
2019/04/03 06:09:12.000,n,7.364133
2019/04/03 06:09:16.000,n,7.357596
2019/04/03 06:09:20.000,n,7.340831
2019/04/03 06:09:24.000,n,7.341445
2019/04/03 06:09:28.001,n,7.385811
2019/04/03 06:09:32.000,n,7.439642
2019/04/03 06:09:36.000,n,7.476319
2019/04/03 06:09:40.000,n,7.494675
2019/04/03 06:09:44.000,n,7.380285
2019/04/03 06:09:48.000,n,7.203951
2019/04/03 06:09:52.000,n,7.21393
2019/04/03 06:09:56.000,n,7.262241
2019/04/03 06:10:00.000,n,7.318157
2019/04/03 06:10:04.000,n,7.357187
2019/04/03 06:10:08.000,n,7.377218
2019/04/03 06:10:12.001,n,7.375588
2019/04/03 06:10:16.000,n,7.360863
2019/04/03 06:10:20.000,n,7.341856
2019/04/03 06:10:24.002,n,7.352274
2019/04/03 06:10:28.000,n,7.400536
2019/04/03 06:10:32.000,n,7.453772
2019/04/03 06:10:36.000,n,7.485136
2019/04/03 06:10:40.001,n,7.493036
2019/04/03 06:10:44.000,n,7.214747
2019/04/03 06:10:48.000,n,7.204771
2019/04/03 06:10:52.000,n,7.246744
2019/04/03 06:10:56.003,n,7.302641
2019/04/03 06:11:00.000,n,7.347167
2019/04/03 06:11:04.000,n,7.373331
2019/04/03 06:11:08.000,n,7.377628
2019/04/03 06:11:12.000,n,7.364953
2019/04/03 06:11:16.000,n,7.346147
2019/04/03 06:11:20.000,n,7.32796
2019/04/03 06:11:24.002,n,7.309584
2019/04/03 06:11:28.000,n,7.291823
2019/04/03 06:11:32.000,n,7.274886
2019/04/03 06:11:36.000,n,7.266722
2019/04/03 06:11:40.004,n,7.030714
2019/04/03 06:11:44.000,n,7.075714
2019/04/03 06:11:48.000,n,7.13994
2019/04/03 06:11:52.004,n,7.198542
2019/04/03 06:11:56.000,n,7.237775
2019/04/03 06:12:00.000,n,7.259384
2019/04/03 06:12:04.000,n,7.261015
2019/04/03 06:12:08.003,n,7.293864
2019/04/03 06:12:12.000,n,7.349413
2019/04/03 06:12:16.000,n,7.40034
2019/04/03 06:12:20.000,n,7.43268
2019/04/03 06:12:24.005,n,7.449065
2019/04/03 06:12:28.000,n,7.44599
2019/04/03 06:12:32.000,n,7.434322
2019/04/03 06:12:36.002,n,7.225135
2019/04/03 06:12:40.000,n,7.146057
2019/04/03 06:12:44.000,n,7.180975
2019/04/03 06:12:48.000,n,7.23492
2019/04/03 06:12:52.005,n,7.290802
2019/04/03 06:12:56.000,n,7.326326
2019/04/03 06:13:00.000,n,7.344922
2019/04/03 06:13:04.001,n,7.34022
2019/04/03 06:13:08.006,n,7.3249
2019/04/03 06:13:12.000,n,7.34001
2019/04/03 06:13:16.000,n,7.389902
2019/04/03 06:13:20.007,n,7.442718
2019/04/03 06:13:24.000,n,7.473868
2019/04/03 06:13:28.000,n,7.488211
2019/04/03 06:13:32.001,n,7.381515
2019/04/03 06:13:36.005,n,7.196707
2019/04/03 06:13:40.000,n,7.208438
2019/04/03 06:13:44.000,n,7.255918
2019/04/03 06:13:48.002,n,7.31244
2019/04/03 06:13:52.000,n,7.351659
2019/04/03 06:13:56.000,n,7.372306
2019/04/03 06:14:00.000,n,7.371085
2019/04/03 06:14:04.004,n,7.356772
2019/04/03 06:14:08.000,n,7.338789
2019/04/03 06:14:12.000,n,7.359632
2019/04/03 06:14:16.001,n,7.410975
2019/04/03 06:14:20.005,n,7.459719
2019/04/03 06:14:24.000,n,7.488836
2019/04/03 06:14:28.000,n,7.495086
2019/04/03 06:14:32.003,n,7.216381
2019/04/03 06:14:36.000,n,7.206397
2019/04/03 06:14:40.000,n,7.247765
2019/04/03 06:14:44.001,n,7.303868
2019/04/03 06:14:48.008,n,7.348394
2019/04/03 06:14:52.000,n,7.373331
2019/04/03 06:14:56.000,n,7.377628
2019/04/03 06:15:00.002,n,7.363928
2019/04/03 06:15:04.006,n,7.346348
2019/04/03 06:15:08.000,n,7.345327
2019/04/03 06:15:12.000,n,7.390312
2019/04/03 06:15:16.004,n,7.44476
2019/04/03 06:15:20.000,n,7.481035
2019/04/03 06:15:24.000,n,7.496511
2019/04/03 06:15:28.001,n,7.236756
2019/04/03 06:15:32.005,n,7.194865
2019/04/03 06:15:36.000,n,7.165659
2019/04/03 06:15:40.000,n,7.137289
2019/04/03 06:15:44.003,n,7.109543
2019/04/03 06:15:48.008,n,7.084067
2019/04/03 06:15:52.000,n,7.064304
2019/04/03 06:15:56.000,n,7.099154
2019/04/03 06:16:00.006,n,7.157287
2019/04/03 06:16:04.000,n,7.223914
2019/04/03 06:16:08.000,n,7.281213
2019/04/03 06:16:12.002,n,7.318773
2019/04/03 06:16:16.009,n,7.342466
2019/04/03 06:16:20.000,n,7.349004
2019/04/03 06:16:24.000,n,7.14994
2019/04/03 06:16:28.003,n,7.083052
2019/04/03 06:16:32.008,n,7.126885
2019/04/03 06:16:36.000,n,7.185467
2019/04/03 06:16:40.001,n,7.243479
2019/04/03 06:16:44.005,n,7.282839
2019/04/03 06:16:48.000,n,7.304887
2019/04/03 06:16:52.000,n,7.306313
2019/04/03 06:16:56.003,n,7.303658
2019/04/03 06:17:00.007,n,7.345122
2019/04/03 06:17:04.000,n,7.400946
2019/04/03 06:17:08.000,n,7.442924
2019/04/03 06:17:12.005,n,7.46587
2019/04/03 06:17:16.009,n,7.473663
2019/04/03 06:17:20.000,n,7.374152
2019/04/03 06:17:24.001,n,7.17954
2019/04/03 06:17:28.006,n,7.19405
2019/04/03 06:17:32.000,n,7.242869
2019/04/03 06:17:36.000,n,7.300185
2019/04/03 06:17:40.003,n,7.340421
2019/04/03 06:17:44.011,n,7.361883
2019/04/03 06:17:48.000,n,7.361677
2019/04/03 06:17:52.001,n,7.347577
2019/04/03 06:17:56.005,n,7.330617
2019/04/03 06:18:00.010,n,7.362298
2019/04/03 06:18:04.000,n,7.416705
2019/04/03 06:18:08.002,n,7.462384
2019/04/03 06:18:12.007,n,7.487606
2019/04/03 06:18:16.000,n,7.493036
2019/04/03 06:18:20.000,n,7.21393
2019/04/03 06:18:24.005,n,7.203751
2019/04/03 06:18:28.009,n,7.243888
2019/04/03 06:18:32.000,n,7.299986
2019/04/03 06:18:36.002,n,7.344301
2019/04/03 06:18:40.006,n,7.369651
2019/04/03 06:18:44.000,n,7.375178
2019/04/03 06:18:48.000,n,7.362087
2019/04/03 06:18:52.003,n,7.344102
2019/04/03 06:18:56.008,n,7.341856
2019/04/03 06:19:00.000,n,7.385811
2019/04/03 06:19:04.001,n,7.440257
2019/04/03 06:19:08.005,n,7.477353
2019/04/03 06:19:12.013,n,7.494675
2019/04/03 06:19:16.000,n,7.237566
2019/04/03 06:19:20.002,n,7.200177
2019/04/03 06:19:24.007,n,7.232679
2019/04/03 06:19:28.000,n,7.287735
2019/04/03 06:19:32.000,n,7.33838
2019/04/03 06:19:36.004,n,7.369651
2019/04/03 06:19:40.009,n,7.382335
2019/04/03 06:19:44.000,n,7.373537
2019/04/03 06:19:48.002,n,7.355751
2019/04/03 06:19:52.006,n,7.337363
2019/04/03 06:19:56.011,n,7.319992
2019/04/03 06:20:00.000,n,7.302032
2019/04/03 06:20:04.003,n,7.285085
2019/04/03 06:20:08.007,n,7.277742
2019/04/03 06:20:12.000,n,7.096293
2019/04/03 06:20:16.000,n,7.075309
2019/04/03 06:20:20.005,n,7.137694
2019/04/03 06:20:24.010,n,7.196096
2019/04/03 06:20:28.000,n,7.235124
2019/04/03 06:20:32.002,n,7.255918
2019/04/03 06:20:36.007,n,7.256939
2019/04/03 06:20:40.014,n,7.286926
2019/04/03 06:20:44.000,n,7.341856
2019/04/03 06:20:48.004,n,7.394199
2019/04/03 06:20:52.009,n,7.427553
2019/04/03 06:20:56.000,n,7.443334
2019/04/03 06:21:00.001,n,7.442514
2019/04/03 06:21:04.006,n,7.42981
2019/04/03 06:21:08.010,n,7.337363
2019/04/03 06:21:12.000,n,7.138105
2019/04/03 06:21:16.004,n,7.161978
2019/04/03 06:21:20.008,n,7.21373
2019/04/03 06:21:24.012,n,7.272645
2019/04/03 06:21:28.000,n,7.315091
2019/04/03 06:21:32.005,n,7.339811
2019/04/03 06:21:36.009,n,7.344511
2019/04/03 06:21:40.000,n,7.331843
2019/04/03 06:21:44.002,n,7.328982
2019/04/03 06:21:48.006,n,7.371495
2019/04/03 06:21:52.011,n,7.426949
2019/04/03 06:21:56.000,n,7.46546
2019/04/03 06:22:00.004,n,7.485546
2019/04/03 06:22:04.009,n,7.488211
2019/04/03 06:22:08.016,n,7.208028
2019/04/03 06:22:12.002,n,7.19282
2019/04/03 06:22:16.006,n,7.231253
2019/04/03 06:22:20.010,n,7.2855
2019/04/03 06:22:24.000,n,7.32592
2019/04/03 06:22:28.003,n,7.348394
2019/04/03 06:22:32.007,n,7.352274
2019/04/03 06:22:36.012,n,7.337363
2019/04/03 06:22:40.000,n,7.317952
2019/04/03 06:22:44.005,n,7.343287
2019/04/03 06:22:48.009,n,7.391738
2019/04/03 06:22:52.001,n,7.435142
2019/04/03 06:22:56.002,n,7.460128
2019/04/03 06:23:00.007,n,7.468331
2019/04/03 06:23:04.011,n,7.210064
2019/04/03 06:23:08.000,n,7.169331
2019/04/03 06:23:12.004,n,7.201403
2019/04/03 06:23:16.008,n,7.253678
2019/04/03 06:23:20.014,n,7.302431
2019/04/03 06:23:24.000,n,7.330821
2019/04/03 06:23:28.006,n,7.343287
2019/04/03 06:23:32.010,n,7.336539
2019/04/03 06:23:36.000,n,7.317547
2019/04/03 06:23:40.003,n,7.336539
2019/04/03 06:23:44.007,n,7.385196
2019/04/03 06:23:48.011,n,7.431655
2019/04/03 06:23:52.000,n,7.458899
2019/04/03 06:23:56.005,n,7.470782
2019/04/03 06:24:00.009,n,7.277131
2019/04/03 06:24:04.014,n,7.167696
2019/04/03 06:24:08.002,n,7.133002
2019/04/03 06:24:12.007,n,7.099964
2019/04/03 06:24:16.011,n,7.068581
2019/04/03 06:24:20.000,n,7.039878
2019/04/03 06:24:24.003,n,7.02054
2019/04/03 06:24:28.008,n,7.053719
2019/04/03 06:24:32.012,n,7.109143
2019/04/03 06:24:36.001,n,7.173212
2019/04/03 06:24:40.005,n,7.228812
2019/04/03 06:24:44.010,n,7.267748
2019/04/03 06:24:48.014,n,7.291007
2019/04/03 06:24:52.002,n,7.302032
2019/04/03 06:24:56.008,n,7.224325
2019/04/03 06:25:00.012,n,7.053105
2019/04/03 06:25:04.000,n,7.10058
2019/04/03 06:25:08.005,n,7.160143
2019/04/03 06:25:12.008,n,7.209043
2019/04/03 06:25:16.013,n,7.239402
2019/04/03 06:25:20.002,n,7.255304
2019/04/03 06:25:24.006,n,7.254082
2019/04/03 06:25:28.010,n,7.281413
2019/04/03 06:25:32.015,n,7.332048
2019/04/03 06:25:36.004,n,7.379679
2019/04/03 06:25:40.008,n,7.408933
2019/04/03 06:25:44.012,n,7.424078
2019/04/03 06:25:48.000,n,7.423668
2019/04/03 06:25:52.000,n,7.413229
2019/04/03 06:25:56.010,n,7.133409
2019/04/03 06:26:00.014,n,7.132592
2019/04/03 06:26:04.000,n,7.174849
2019/04/03 06:26:08.006,n,7.230027
2019/04/03 06:26:12.011,n,7.274481
2019/04/03 06:26:16.016,n,7.300596
2019/04/03 06:26:20.004,n,7.311219
2019/04/03 06:26:24.009,n,7.300185
2019/04/03 06:26:28.013,n,7.305502
2019/04/03 06:26:32.001,n,7.349004
2019/04/03 06:26:36.000,n,7.39952
2019/04/03 06:26:40.000,n,7.432065
2019/04/03 06:26:44.015,n,7.449065
2019/04/03 06:26:48.000,n,7.451937
2019/04/03 06:26:52.008,n,7.196296
2019/04/03 06:26:56.000,n,7.1528
2019/04/03 06:27:00.000,n,7.186287
2019/04/03 06:27:04.000,n,7.239002
2019/04/03 06:27:08.000,n,7.287337
2019/04/03 06:27:12.000,n,7.317337
2019/04/03 06:27:16.000,n,7.331437
2019/04/03 06:27:20.000,n,7.326535
2019/04/03 06:27:24.000,n,7.308358
2019/04/03 06:27:28.000,n,7.333073
2019/04/03 06:27:32.000,n,7.381924
2019/04/03 06:27:36.000,n,7.426334
2019/04/03 06:27:40.000,n,7.452142
2019/04/03 06:27:44.001,n,7.463409
2019/04/03 06:27:48.000,n,7.278352
2019/04/03 06:27:52.000,n,7.162799
2019/04/03 06:27:56.000,n,7.183421
2019/04/03 06:28:00.000,n,7.230843
2019/04/03 06:28:04.000,n,7.28223
2019/04/03 06:28:08.000,n,7.317337
2019/04/03 06:28:12.000,n,7.335108
2019/04/03 06:28:16.000,n,7.334704
2019/04/03 06:28:20.000,n,7.317337
2019/04/03 06:28:24.000,n,7.296514
2019/04/03 06:28:28.000,n,7.274481
2019/04/03 06:28:32.000,n,7.253678
2019/04/03 06:28:36.000,n,7.23533
2019/04/03 06:28:40.000,n,7.227586
2019/04/03 06:28:44.000,n,7.178729
2019/04/03 06:28:48.000,n,7.022981
2019/04/03 06:28:52.000,n,7.079991
2019/04/03 06:28:56.001,n,7.138105
2019/04/03 06:29:00.000,n,7.177704
2019/04/03 06:29:04.000,n,7.201814
2019/04/03 06:29:08.000,n,7.210269
2019/04/03 06:29:12.000,n,7.242668
2019/04/03 06:29:16.000,n,7.296925
2019/04/03 06:29:20.000,n,7.345938
2019/04/03 06:29:24.000,n,7.378038
2019/04/03 06:29:28.000,n,7.394814
2019/04/03 06:29:32.000,n,7.398085
2019/04/03 06:29:36.000,n,7.386426
2019/04/03 06:29:40.001,n,7.373742
2019/04/03 06:29:44.000,n,7.098129
2019/04/03 06:29:48.000,n,7.104856
2019/04/03 06:29:52.000,n,7.149734
2019/04/03 06:29:56.000,n,7.206397
2019/04/03 06:30:00.000,n,7.253678
2019/04/03 06:30:04.000,n,7.282028
2019/04/03 06:30:08.000,n,7.294879
2019/04/03 06:30:12.000,n,7.286926
2019/04/03 06:30:16.000,n,7.302842
2019/04/03 06:30:20.000,n,7.348804
2019/04/03 06:30:24.002,n,7.398495
2019/04/03 06:30:28.000,n,7.42859
2019/04/03 06:30:32.000,n,7.444564
2019/04/03 06:30:36.000,n,7.446409
2019/04/03 06:30:40.000,n,7.195071
2019/04/03 06:30:44.000,n,7.148918
2019/04/03 06:30:48.000,n,7.182611
2019/04/03 06:30:52.002,n,7.234104
2019/04/03 06:30:56.000,n,7.283454
2019/04/03 06:31:00.000,n,7.313666
2019/04/03 06:31:04.000,n,7.327556
2019/04/03 06:31:08.003,n,7.322039
2019/04/03 06:31:12.000,n,7.307949
2019/04/03 06:31:16.000,n,7.338789
2019/04/03 06:31:20.001,n,7.389697
2019/04/03 06:31:24.000,n,7.431449
2019/04/03 06:31:28.000,n,7.454182
2019/04/03 06:31:32.000,n,7.463
2019/04/03 06:31:36.002,n,7.284675
2019/04/03 06:31:40.000,n,7.162594
2019/04/03 06:31:44.000,n,7.183421
2019/04/03 06:31:48.000,n,7.230027
2019/04/03 06:31:52.000,n,7.282028
2019/04/03 06:31:56.000,n,7.315912
2019/04/03 06:32:00.000,n,7.333473
2019/04/03 06:32:04.001,n,7.332863
2019/04/03 06:32:08.000,n,7.315501
2019/04/03 06:32:12.000,n,7.328571
2019/04/03 06:32:16.000,n,7.374767
2019/04/03 06:32:20.002,n,7.425761
2019/04/03 06:32:24.000,n,7.448083
2019/04/03 06:32:28.000,n,7.462847
2019/04/03 06:32:32.000,n,7.410205
2019/04/03 06:32:36.000,n,7.170186
2019/04/03 06:32:40.000,n,7.135482
2019/04/03 06:32:44.000,n,7.101834
2019/04/03 06:32:48.001,n,7.070859
2019/04/03 06:32:52.000,n,7.041331
2019/04/03 06:32:56.000,n,7.025248
2019/04/03 06:33:00.001,n,7.060874
2019/04/03 06:33:04.003,n,7.117125
2019/04/03 06:33:08.000,n,7.1806
2019/04/03 06:33:12.000,n,7.234142
2019/04/03 06:33:16.001,n,7.270027
2019/04/03 06:33:20.000,n,7.291861
2019/04/03 06:33:24.000,n,7.299824
2019/04/03 06:33:28.000,n,7.295326
2019/04/03 06:33:32.003,n,7.050895
2019/04/03 06:33:36.000,n,7.097956
2019/04/03 06:33:40.000,n,7.156095
2019/04/03 06:33:44.001,n,7.201239
2019/04/03 06:33:48.004,n,7.228229
2019/04/03 06:33:52.000,n,7.240255
2019/04/03 06:33:56.001,n,7.244947
2019/04/03 06:34:00.001,n,7.284303
2019/04/03 06:34:04.000,n,7.338015
2019/04/03 06:34:08.000,n,7.378079
2019/04/03 06:34:12.000,n,7.401613
2019/04/03 06:34:16.003,n,7.411836
2019/04/03 06:34:20.000,n,7.406319
2019/04/03 06:34:24.000,n,7.390968
2019/04/03 06:34:28.002,n,7.147322
2019/04/03 06:34:32.005,n,7.10734
2019/04/03 06:34:36.000,n,7.145481
